year,term_name,longitude_degree,started_at,timezone,calendar_system,source_title,source_url,source_rank,adopted,note
1899,処暑,150,"1899-08-23 18:28:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1899,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1899,白露,165,"1899-09-08 06:24:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1899,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1899,秋分,180,"1899-09-23 15:30:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1899,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1899,寒露,195,"1899-10-08 21:20:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1899,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1899,霜降,210,"1899-10-24 00:07:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1899,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1899,立冬,225,"1899-11-07 23:47:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1899,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1899,小雪,240,"1899-11-22 21:01:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1899,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1899,大雪,255,"1899-12-07 16:05:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1899,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1899,冬至,270,"1899-12-22 09:56:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1899,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,小寒,285,"1900-01-06 03:04:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,大寒,300,"1900-01-20 20:32:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,立春,315,"1900-02-04 14:51:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,雨水,330,"1900-02-19 11:01:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,啓蟄,345,"1900-03-06 09:22:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,春分,0,"1900-03-21 10:39:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,清明,15,"1900-04-05 14:53:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,穀雨,30,"1900-04-20 22:27:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,立夏,45,"1900-05-06 08:55:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,小満,60,"1900-05-21 22:17:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,芒種,75,"1900-06-06 13:39:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,夏至,90,"1900-06-22 06:40:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,小暑,105,"1900-07-08 00:10:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,大暑,120,"1900-07-23 17:36:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,立秋,135,"1900-08-08 09:51:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,処暑,150,"1900-08-24 00:20:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,白露,165,"1900-09-08 12:17:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,秋分,180,"1900-09-23 21:20:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,寒露,195,"1900-10-09 03:13:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,霜降,210,"1900-10-24 05:55:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,立冬,225,"1900-11-08 05:40:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,小雪,240,"1900-11-23 02:48:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,大雪,255,"1900-12-07 21:56:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1900,冬至,270,"1900-12-22 15:42:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1900,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,小寒,285,"1901-01-06 08:53:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,大寒,300,"1901-01-21 02:16:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,立春,315,"1901-02-04 20:40:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,雨水,330,"1901-02-19 16:45:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,啓蟄,345,"1901-03-06 15:11:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,春分,0,"1901-03-21 16:24:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,清明,15,"1901-04-05 20:44:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,穀雨,30,"1901-04-21 04:13:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,立夏,45,"1901-05-06 14:50:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,小満,60,"1901-05-22 04:05:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,芒種,75,"1901-06-06 19:36:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,夏至,90,"1901-06-22 12:28:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,小暑,105,"1901-07-08 06:08:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,大暑,120,"1901-07-23 23:24:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,立秋,135,"1901-08-08 15:46:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,処暑,150,"1901-08-24 06:07:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,白露,165,"1901-09-08 18:10:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,秋分,180,"1901-09-24 03:09:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,寒露,195,"1901-10-09 09:06:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,霜降,210,"1901-10-24 11:46:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,立冬,225,"1901-11-08 11:35:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,小雪,240,"1901-11-23 08:41:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,大雪,255,"1901-12-08 03:53:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1901,冬至,270,"1901-12-22 21:37:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1901,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,小寒,285,"1902-01-06 14:52:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,大寒,300,"1902-01-21 08:12:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,立春,315,"1902-02-05 02:38:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,雨水,330,"1902-02-19 22:40:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,啓蟄,345,"1902-03-06 21:08:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,春分,0,"1902-03-21 22:17:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,清明,15,"1902-04-06 02:37:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,穀雨,30,"1902-04-21 10:04:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,立夏,45,"1902-05-06 20:39:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,小満,60,"1902-05-22 09:54:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,芒種,75,"1902-06-07 01:20:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,夏至,90,"1902-06-22 18:15:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
1902,小暑,105,"1902-07-08 11:46:00",Asia/Tokyo,modern_astronomical,"国立天文台 暦計算室 二十四節気・雑節 長期版",https://eco.mtk.nao.ac.jp/cgi-bin/koyomi/cande/phenomena_sy.cgi?year=1902,S,true,国立天文台長期版の中央標準時。秒は00秒、24:00表記は翌日00:00に正規化。
